vin_#,brand,model,model_year,series,segment,bodystyle,month_sold,day_sold,year_sold,sold_date,quarter,sales_volume,drive_configuration,engine,transmission,trim,color,seats,package,moonroof,parking_assist,remote_start,keyless_entry_keypad,premium_radio,power_mirror,moonroof_cost,parking_assist_cost,remote_start_cost,keyless_entry_keypad_cost,premium_radio_cost,power_mirror_cost,region,country_of_sale,days_on_lot,sales_channel_l1,sales_channel_l2,sales_channel_l3,marketing_campaign,gross_sales,variable_marketing,net_sales,labor,tooling,materials,option_costs,package_costs,freight,overhead,warranty,engineering,depreciation,total_variable_cost,contribution_margin,total_fixed_cost,tariffs,net_revenue,after_tax,sales_date
1ABCD2E34FG638599,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,4.0,24.0,2015.0,4/24/15,Q2,1.0,FWD,v7 Diesel,6 Speed Manual,Base,Blue,Cloth,Appearance Package,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,North America,USA,97,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14862.0,2691.0,12171.0,1569.0,1712.0,4399.0,370.0,1649.0,1041.0,1284.0,1561.0,1458.0,661.0,11873.0,298.0,3831.0,406.0,-3534.0,-3939.0,2015-04-24
1ABCD2E34FG638681,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,6.0,3.0,2015.0,6/3/15,Q2,1.0,FWD,v7 Diesel,6 Speed Manual,Base,Blue,Cloth,Appearance Package,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,North America,USA,97,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14862.0,2691.0,12171.0,1569.0,1712.0,4074.0,370.0,1795.0,1081.0,1284.0,1561.0,1417.0,654.0,11734.0,437.0,3783.0,406.0,-3347.0,-3752.0,2015-06-03
1ABCD2E34FG638742,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,3.0,10.0,2015.0,3/10/15,Q1,1.0,AWD,v7 Diesel,5 Speed Manual,Base,Blue,Cloth,Parking Technology Package,1,0.0,0,1.0,0.0,0.0,825.0,0.0,0.0,640.0,0.0,0.0,North America,USA,99,Fleet,Employee/Partner Programs,Leasing,Special Leases,15572.0,2625.0,12947.0,1644.0,1794.0,5232.0,1465.0,1649.0,1046.0,1345.0,1495.0,1794.0,598.0,13877.0,-930.0,4186.0,425.0,-5116.0,-5541.0,2015-03-10
1ABCD6E34FG638476,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,1.0,23.0,2016.0,1/23/16,Q1,1.0,AWD,v7 Diesel,6 Speed Manual,Luxury,Gray,Cloth,Technology Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,USA,99,Retail,Government,Financing,Low-Interest Financing,15578.0,2194.0,13384.0,1645.0,1795.0,5234.0,2055.0,1567.0,1047.0,1346.0,1496.0,1795.0,598.0,14390.0,-1006.0,4187.0,425.0,-5193.0,-5618.0,2016-01-23
1ABCD2E34FG638281,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,11.0,14.0,2015.0,11/14/15,Q4,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,15206.0,4769.0,10437.0,1606.0,1752.0,5109.0,2040.0,1795.0,1022.0,1314.0,1460.0,1752.0,584.0,14345.0,-3909.0,4087.0,415.0,-7996.0,-8411.0,2015-11-14
1ABCD2E34FG638253,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,1.0,2015.0,10/1/15,Q4,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Champagne,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,15206.0,4769.0,10437.0,1606.0,1752.0,5112.0,2040.0,1110.0,1016.0,1063.0,1573.0,1764.0,584.0,13520.0,-3083.0,4099.0,415.0,-7182.0,-7598.0,2015-10-01
1ABCD2E34FG638100,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,8.0,2015.0,10/8/15,Q4,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Gray,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,15206.0,4769.0,10437.0,1606.0,1752.0,4745.0,2040.0,1110.0,995.0,1065.0,1924.0,2031.0,571.0,13485.0,-3048.0,4353.0,415.0,-7402.0,-7817.0,2015-10-08
1ABCD2E34FG638604,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,2.0,23.0,2015.0,2/23/15,Q1,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4994.0,2040.0,1795.0,999.0,1284.0,1427.0,1712.0,571.0,14109.0,-3907.0,3995.0,406.0,-7902.0,-8308.0,2015-02-23
1ABCD2E34FG638456,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,3.0,2.0,2015.0,3/2/15,Q1,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4994.0,2040.0,1110.0,999.0,1284.0,1427.0,1712.0,571.0,13424.0,-3222.0,3995.0,406.0,-7217.0,-7623.0,2015-03-02
1ABCD2E34FG638808,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,7.0,27.0,2015.0,7/27/15,Q3,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4997.0,2040.0,1110.0,993.0,1039.0,1538.0,1724.0,571.0,13287.0,-3085.0,4007.0,406.0,-7092.0,-7498.0,2015-07-27
1ABCD2E34FG638509,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,7.0,27.0,2015.0,7/27/15,Q3,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4997.0,2040.0,1110.0,993.0,1039.0,1538.0,1724.0,571.0,13287.0,-3085.0,4007.0,406.0,-7092.0,-7498.0,2015-07-27
1ABCD2E34FG638780,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,7.0,27.0,2015.0,7/27/15,Q3,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4638.0,2040.0,1110.0,973.0,1041.0,1881.0,1985.0,558.0,13253.0,-3051.0,4255.0,406.0,-7306.0,-7712.0,2015-07-27
1ABCD2E34FG638102,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,11.0,6.0,2015.0,11/6/15,Q4,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Low-Interest Financing,15206.0,4769.0,10437.0,1606.0,1752.0,5109.0,2040.0,1110.0,1022.0,1314.0,1460.0,1752.0,584.0,13660.0,-3224.0,4087.0,415.0,-7311.0,-7726.0,2015-11-06
1ABCD6E34FG638831,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,6.0,3.0,2016.0,6/3/16,Q2,1.0,FWD,v7 Gas,6 Speed Auto,Special Edition,Blue,Cloth,Technology Package,1,0.0,0,1.0,0.0,1.0,825.0,0.0,0.0,640.0,0.0,370.0,North America,USA,102,Retail,Government,Financing,Cash Rebates,16634.0,4769.0,11865.0,1757.0,1916.0,4477.0,2385.0,1490.0,1107.0,1437.0,1597.0,1402.0,679.0,14249.0,-2384.0,3997.0,454.0,-6381.0,-6835.0,2016-06-03
1ABCD2E34FG638887,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,7.0,27.0,2015.0,7/27/15,Q3,1.0,FWD,v7 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Exterior Protection Package,1,0.0,0,0.0,0.0,1.0,825.0,0.0,0.0,0.0,0.0,370.0,North America,USA,103,Retail,Government,Financing,Low-Interest Financing,14864.0,4662.0,10202.0,1570.0,1712.0,4638.0,2040.0,1110.0,973.0,1041.0,1881.0,1985.0,558.0,13253.0,-3051.0,4255.0,406.0,-7306.0,-7712.0,2015-07-27
1ABCD2E34FG638628,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,Blue,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14506.0,4662.0,9844.0,1532.0,1671.0,4564.0,3745.0,1270.0,954.0,1048.0,1936.0,1870.0,557.0,15049.0,-5205.0,4098.0,396.0,-9303.0,-9699.0,2015-08-20
1ABCD2E34FG638595,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,Blue,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14506.0,4662.0,9844.0,1532.0,1671.0,4625.0,3745.0,1567.0,917.0,1253.0,1950.0,1783.0,557.0,15589.0,-5745.0,4011.0,396.0,-9756.0,-10152.0,2015-08-20
1ABCD2E34FG638838,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,Blue,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14506.0,4662.0,9844.0,1532.0,1671.0,4564.0,3745.0,1270.0,954.0,1048.0,1936.0,1870.0,557.0,15049.0,-5205.0,4098.0,396.0,-9303.0,-9699.0,2015-08-20
1ABCD2E34FG638158,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,17.0,2015.0,10/17/15,Q4,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,Gray,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14840.0,4769.0,10070.0,1567.0,1710.0,4731.0,3745.0,1567.0,938.0,1282.0,1995.0,1824.0,570.0,15826.0,-5755.0,4103.0,405.0,-9858.0,-10264.0,2015-10-17
1ABCD2E34FG638104,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,11.0,29.0,2015.0,11/29/15,Q4,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,White,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14840.0,4769.0,10070.0,1567.0,1710.0,4669.0,3745.0,1270.0,976.0,1072.0,1981.0,1913.0,570.0,15280.0,-5209.0,4192.0,405.0,-9402.0,-9807.0,2015-11-29
1ABCD2E34FG638169,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,24.0,2015.0,10/24/15,Q4,1.0,RWD,v9 Diesel,5 Speed Manual,Special Edition,White,Cloth,Handling Package,1,1.0,0,0.0,1.0,1.0,825.0,870.0,0.0,0.0,710.0,370.0,North America,USA,104,Fleet,Employee/Partner Programs,Cash,Segment and Misc Incentives,14840.0,4769.0,10070.0,1567.0,1710.0,4669.0,3745.0,1270.0,976.0,1072.0,1981.0,1913.0,570.0,15280.0,-5209.0,4192.0,405.0,-9402.0,-9807.0,2015-10-24
1ABCD2E34FG638511,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,1.0,17.0,2015.0,1/17/15,Q1,1.0,FWD,v9 Turbo,5 Speed Manual,Special Edition,White,Cloth,Interior Package,1,1.0,0,0.0,0.0,0.0,825.0,870.0,0.0,0.0,0.0,0.0,North America,USA,109,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,14939.0,4662.0,10277.0,1577.0,1721.0,5019.0,2115.0,1490.0,1004.0,1291.0,1434.0,1721.0,574.0,13930.0,-3653.0,4015.0,408.0,-7668.0,-8076.0,2015-01-17
1ABCD2E34FG638197,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,14.0,2015.0,10/14/15,Q4,1.0,FWD,v9 Turbo,5 Speed Manual,Special Edition,White,Cloth,Interior Package,1,1.0,0,0.0,0.0,0.0,825.0,870.0,0.0,0.0,0.0,0.0,North America,USA,109,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,15283.0,4769.0,10513.0,1614.0,1760.0,5135.0,2115.0,1490.0,1027.0,1320.0,1467.0,1760.0,587.0,14168.0,-3654.0,4108.0,417.0,-7762.0,-8179.0,2015-10-14
1ABCD2E34FG638898,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Gas,6 Speed Manual,Special Edition,Silver,Cloth,Technology Package,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,North America,USA,109,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,17160.0,2413.0,14747.0,1812.0,1977.0,4323.0,2210.0,1490.0,1000.0,1483.0,1561.0,1373.0,659.0,13879.0,868.0,4009.0,468.0,-3141.0,-3609.0,2015-05-03
1ABCD2E34FG638424,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Gas,6 Speed Manual,Special Edition,Silver,Cloth,Technology Package,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,North America,USA,109,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,17160.0,2413.0,14747.0,1812.0,1977.0,4394.0,2210.0,1567.0,1055.0,1483.0,1561.0,1214.0,663.0,14082.0,665.0,3854.0,468.0,-3189.0,-3657.0,2015-05-03
1ABCD2E34FG638747,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,2.0,11.0,2015.0,2/11/15,Q1,1.0,AWD,v9 Supercharged,5 Speed Manual,Luxury,White,Cloth,Interior Package,1,1.0,1,1.0,0.0,1.0,825.0,870.0,425.0,640.0,0.0,370.0,North America,USA,112,Retail,Government,Cash,Cash Rebates,14144.0,2193.0,11951.0,1494.0,1629.0,4752.0,3550.0,1020.0,950.0,1222.0,1358.0,1629.0,543.0,14346.0,-2395.0,3802.0,386.0,-6197.0,-6583.0,2015-02-11
1ABCD6E34FG638713,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,4.0,12.0,2016.0,4/12/16,Q2,1.0,AWD,v9 Supercharged,5 Speed Manual,Base,Gray,Cloth,Handling Package,0,1.0,1,0.0,1.0,1.0,0.0,870.0,425.0,0.0,710.0,370.0,North America,USA,114,Retail,Government,Leasing,Special Leases,14685.0,2753.0,11932.0,1551.0,1692.0,4276.0,2925.0,1649.0,1051.0,1269.0,1597.0,1486.0,682.0,14317.0,-2385.0,3860.0,401.0,-6245.0,-6646.0,2016-04-12
1ABCD2E34FG638439,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,3.0,10.0,2015.0,3/10/15,Q1,1.0,AWD,v7 Diesel,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,1,1.0,0.0,0.0,0.0,0.0,425.0,640.0,0.0,0.0,North America,USA,115,Retail,Government,Cash,Segment and Misc Incentives,17525.0,1411.0,16114.0,1851.0,2019.0,5888.0,1615.0,1490.0,1178.0,1514.0,1682.0,2019.0,673.0,15218.0,896.0,4711.0,478.0,-3815.0,-4293.0,2015-03-10
1ABCD6E34FG638540,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,8.0,20.0,2016.0,8/20/16,Q3,1.0,FWD,i5 Turbo,5 Speed Auto,Deluxe,Blue,Cloth,Parking Technology Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,116,Fleet,Employee/Partner Programs,Cash,Dealer Cash Incentives,16608.0,1315.0,15294.0,1699.0,1853.0,5104.0,550.0,1270.0,997.0,1390.0,2022.0,1799.0,618.0,13033.0,2261.0,4271.0,453.0,-2010.0,-2463.0,2016-08-20
1ABCD2E34FG638801,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,4.0,12.0,2015.0,4/12/15,Q2,1.0,AWD,v9 Turbo,5 Speed Auto,Special Edition,Gray,Cloth,Interior Package,1,1.0,0,1.0,0.0,0.0,825.0,870.0,0.0,640.0,0.0,0.0,North America,USA,117,Retail,Government,Cash,Special Leases,14969.0,4107.0,10862.0,1581.0,1724.0,4473.0,3305.0,1020.0,1073.0,1293.0,1561.0,1498.0,606.0,14306.0,-3444.0,3828.0,409.0,-7272.0,-7681.0,2015-04-12
1ABCD2E34FG638593,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,6.0,27.0,2015.0,6/27/15,Q2,1.0,AWD,v9 Turbo,5 Speed Auto,Special Edition,Gray,Cloth,Interior Package,1,1.0,0,1.0,0.0,0.0,825.0,870.0,0.0,640.0,0.0,0.0,North America,USA,117,Retail,Government,Cash,Special Leases,14969.0,4107.0,10862.0,1581.0,1724.0,4287.0,3305.0,1490.0,1048.0,1293.0,1561.0,1345.0,680.0,14565.0,-3703.0,3749.0,409.0,-7452.0,-7861.0,2015-06-27
1ABCD6E34FG638159,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,10.0,8.0,2016.0,10/8/16,Q4,1.0,RWD,i5 Supercharged,5 Speed Manual,Base,Blue,Cloth,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,120,Retail,Government,Leasing,Special Leases,15016.0,2295.0,12721.0,1569.0,1712.0,4773.0,3145.0,1270.0,965.0,1284.0,2049.0,1844.0,571.0,15055.0,-2334.0,4126.0,410.0,-6461.0,-6871.0,2016-10-08
1ABCD2E34FG638795,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,4.0,1.0,2015.0,4/1/15,Q2,1.0,AWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Appearance Package,0,1.0,1,1.0,0.0,0.0,0.0,870.0,425.0,640.0,0.0,0.0,North America,USA,121,Retail,Government,Financing,Low-Interest Financing,15366.0,2422.0,12944.0,1623.0,1770.0,4237.0,2485.0,1270.0,1075.0,1328.0,1561.0,1476.0,637.0,13578.0,-634.0,3883.0,419.0,-4517.0,-4937.0,2015-04-01
1ABCD2E34FG638968,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,6.0,27.0,2015.0,6/27/15,Q2,1.0,AWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Appearance Package,0,1.0,1,1.0,0.0,0.0,0.0,870.0,425.0,640.0,0.0,0.0,North America,USA,121,Retail,Government,Financing,Low-Interest Financing,15366.0,2422.0,12944.0,1623.0,1770.0,4384.0,2485.0,1490.0,1097.0,1328.0,1561.0,1203.0,681.0,13967.0,-1023.0,3654.0,419.0,-4677.0,-5097.0,2015-06-27
1ABCD2E34FG638999,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,122,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,16626.0,2422.0,14204.0,1756.0,1915.0,4979.0,1060.0,1270.0,972.0,1083.0,1845.0,1750.0,638.0,12965.0,1239.0,4304.0,454.0,-3064.0,-3518.0,2015-08-20
1ABCD2E34FG638821,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,122,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,16626.0,2422.0,14204.0,1756.0,1915.0,4808.0,1060.0,1649.0,983.0,1010.0,1809.0,1861.0,638.0,13075.0,1129.0,4415.0,454.0,-3285.0,-3739.0,2015-08-20
1ABCD2E34FG638647,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,122,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,16326.0,2422.0,13904.0,1756.0,1915.0,4979.0,1060.0,1270.0,972.0,1083.0,1845.0,1750.0,638.0,12965.0,939.0,4304.0,446.0,-3364.0,-3810.0,2015-08-20
1ABCD2E34FG638543,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,8.0,20.0,2015.0,8/20/15,Q3,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,122,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,16626.0,2422.0,14204.0,1756.0,1915.0,4808.0,1060.0,1649.0,983.0,1010.0,1809.0,1861.0,638.0,13075.0,1129.0,4415.0,454.0,-3285.0,-3739.0,2015-08-20
1ABCD2E34FG638190,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,10.0,8.0,2015.0,10/8/15,Q4,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,122,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,17008.0,2478.0,14531.0,1796.0,1959.0,5094.0,1060.0,1270.0,994.0,1108.0,1887.0,1790.0,653.0,13209.0,1321.0,4403.0,464.0,-3081.0,-3546.0,2015-10-08
1ABCD6E34FG638190,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,10.0,8.0,2016.0,10/8/16,Q4,1.0,RWD,v9 Supercharged,6 Speed Manual,Special Edition,White,Cloth,Interior Package,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,North America,USA,124,Fleet,Employee/Partner Programs,Financing,Low-Interest Financing,17400.0,2535.0,14865.0,1837.0,2004.0,5211.0,1060.0,1567.0,1017.0,1133.0,1931.0,1831.0,668.0,13757.0,1108.0,4504.0,475.0,-3396.0,-3871.0,2016-10-08
1ABCD2E34FG638831,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,6.0,3.0,2015.0,6/3/15,Q2,1.0,FWD,v7 Gas,6 Speed Auto,Special Edition,Blue,Cloth,Technology Package,1,0.0,0,1.0,0.0,1.0,825.0,0.0,0.0,640.0,0.0,370.0,North America,USA,124,Retail,Government,Cash,Cash Rebates,16260.0,4662.0,11598.0,1717.0,1873.0,4376.0,2385.0,1567.0,1082.0,1405.0,1561.0,1370.0,664.0,14093.0,-2495.0,3907.0,444.0,-6402.0,-6846.0,2015-06-03
1ABCD2E34FG638523,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,6.0,3.0,2015.0,6/3/15,Q2,1.0,FWD,v7 Gas,6 Speed Auto,Special Edition,Blue,Cloth,Technology Package,1,0.0,0,1.0,0.0,1.0,825.0,0.0,0.0,640.0,0.0,370.0,North America,USA,124,Retail,Government,Cash,Cash Rebates,16260.0,4662.0,11598.0,1717.0,1873.0,4351.0,2385.0,1795.0,1094.0,1405.0,1561.0,1221.0,632.0,14308.0,-2710.0,3726.0,444.0,-6436.0,-6880.0,2015-06-03
1ABCD6E34FG638426,Tatra,Jespie,2016.0,J2,Mid-Size,Sedan,5.0,3.0,2016.0,5/3/16,Q2,1.0,AWD,v9 Supercharged,5 Speed Manual,Base,Black,Cloth,Handling Package,0,1.0,1,0.0,1.0,1.0,0.0,870.0,425.0,0.0,710.0,370.0,North America,USA,126,Retail,Government,Financing,Special Leases,14685.0,2753.0,11932.0,1551.0,1692.0,4376.0,2925.0,1649.0,1081.0,1269.0,1597.0,1343.0,713.0,14448.0,-2516.0,3748.0,401.0,-6264.0,-6665.0,2016-05-03
1ABCD2E34FG638476,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,1.0,23.0,2015.0,1/23/15,Q1,1.0,AWD,v7 Diesel,6 Speed Manual,Luxury,Champagne,Cloth,Technology Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,USA,129,Retail,Government,Financing,Low-Interest Financing,15228.0,2145.0,13083.0,1608.0,1754.0,5117.0,2055.0,1795.0,1023.0,1316.0,1462.0,1754.0,585.0,14376.0,-1293.0,4093.0,416.0,-5386.0,-5802.0,2015-01-23
1ABCD2E34FG638749,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v7 Diesel,6 Speed Manual,Luxury,Champagne,Cloth,Technology Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,USA,129,Retail,Government,Financing,Low-Interest Financing,15228.0,2145.0,13083.0,1608.0,1754.0,4702.0,2055.0,1270.0,909.0,1048.0,1996.0,1998.0,585.0,13588.0,-505.0,4337.0,416.0,-4842.0,-5258.0,2015-09-12
1ABCD2E34FG638963,Tatra,Jespie,2015.0,J2,Mid-Size,Sedan,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v7 Diesel,6 Speed Manual,Luxury,Champagne,Cloth,Technology Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,USA,129,Retail,Government,Financing,Low-Interest Financing,15228.0,2145.0,13083.0,1608.0,1754.0,4702.0,2055.0,1270.0,909.0,1048.0,1996.0,1998.0,585.0,13588.0,-505.0,4337.0,416.0,-4842.0,-5258.0,2015-09-12
